Channel,Attribute,MonthStart,Platform,Media_source,Country,Value_p1,Value,Regs,Spends
bn,attr1,2/1/2018 0:00,app_android,source1,RU,6545,49011,3396,15307
bn,attr1,2/1/2018 0:00,app_android,source2,AP,0,0,5,1
bn,attr1,2/1/2018 0:00,app_android,source2,AR,13425,3959,6106,3330
bn,attr1,2/1/2018 0:00,app_android,source2,BR,4903,15343,50898,74252
bn,attr1,2/1/2018 0:00,app_android,source2,KZ,153,66,415,42
bn,attr1,2/1/2018 0:00,app_android,source2,MX,167,1668,477,1359
bn,attr1,2/1/2018 0:00,app_android,source2,MY,1487,489,371,186
bn,attr1,2/1/2018 0:00,app_android,source2,RU,17014,9470,9930,49931
bn,attr1,2/1/2018 0:00,app_android,source2,SG,493,267,59,633
bn,attr1,2/1/2018 0:00,app_android,source2,TH,1363,11509,756,3031
bn,attr1,2/1/2018 0:00,app_android,source2,TR,0,0,1,2
bn,attr1,2/1/2018 0:00,app_android,source2,UA,205,95,420,55
bn,attr1,2/1/2018 0:00,app_android,source2,VN,16345,1993,11764,1705
bn,attr1,2/1/2018 0:00,app_ios,source1,RU,3317,15270,14806,716454
bn,attr1,2/1/2018 0:00,app_ios,source2,RU,687,18014,283,2564
bn,attr1,3/1/2018 0:00,app_android,source1,RU,5115,15075,24362,80603
bn,attr1,3/1/2018 0:00,app_android,source3,RU,116,377,1307,4236
bn,attr1,3/1/2018 0:00,app_android,source2,BR,15000,4544,8169,1632
bn,attr1,3/1/2018 0:00,app_android,source2,MY,188,67,13,67
bn,attr1,3/1/2018 0:00,app_android,source2,RU,9682,44413,236071,3536279
bn,attr1,3/1/2018 0:00,app_android,source2,SG,328,1729,61,421
bn,attr1,3/1/2018 0:00,app_android,source2,TH,1152,3484,2396,12031
bn,attr1,3/1/2018 0:00,app_android,source2,TR,0,0,0,168
bn,attr1,3/1/2018 0:00,app_android,source2,UA,57,985,14,1
bn,attr1,3/1/2018 0:00,app_android,source2,VN,345,5044,221,2782
bn,attr1,3/1/2018 0:00,app_ios,source1,RU,203009,21845,8163,2706
bn,attr1,3/1/2018 0:00,app_ios,source2,RU,57,197,130,1035
bn,attr1,4/1/2018 0:00,app_android,source1,RU,23024,7295,7827,7044
bn,attr1,4/1/2018 0:00,app_android,source2,BR,-5,-1,10,12
bn,attr1,4/1/2018 0:00,app_android,source2,RU,131884,9734,9343,2884
bn,attr1,4/1/2018 0:00,app_android,source2,TH,9247,2790,3548,2430
bn,attr1,4/1/2018 0:00,app_android,source2,VN,3090,1378,112,340
bn,attr1,4/1/2018 0:00,app_ios,source1,RU,184,10268,35,2054
bn,attr1,4/1/2018 0:00,app_ios,source2,RU,9276,2033,1560,854
bn,attr1,5/1/2018 0:00,app_android,source1,RU,965,331,375,5033
bn,attr1,5/1/2018 0:00,app_android,source2,RU,61,3086,37,4057
bn,attr1,5/1/2018 0:00,app_android,source2,TH,1347,434,203,1871
bn,attr1,5/1/2018 0:00,app_ios,source1,RU,1131,497,263,2768
bn,attr1,5/1/2018 0:00,app_ios,source2,RU,92,15,55,873
bn,attr1,6/1/2018 0:00,app_android,source1,AR,0,0,3,2
bn,attr1,6/1/2018 0:00,app_android,source1,BR,0,0,333,72
bn,attr1,6/1/2018 0:00,app_android,source1,HN,0,0,1,4
bn,attr1,6/1/2018 0:00,app_android,source1,PH,11,6,22,14
bn,attr1,6/1/2018 0:00,app_android,source1,RU,99,54,67,55
bn,attr1,6/1/2018 0:00,app_android,source1,VN,0,0,98,9
bn,attr1,6/1/2018 0:00,app_android,source3,RU,0,0,0,5
bn,attr1,6/1/2018 0:00,app_android,source2,BD,0,0,10,1
bn,attr1,6/1/2018 0:00,app_android,source2,BR,74,430,394,104
bn,attr1,6/1/2018 0:00,app_android,source2,KE,65,36,66,26
bn,attr1,6/1/2018 0:00,app_android,source2,KZ,3,0,19,2
bn,attr1,6/1/2018 0:00,app_android,source2,MD,40,20,33,2
bn,attr1,6/1/2018 0:00,app_android,source2,MX,6,3,57,3
bn,attr1,6/1/2018 0:00,app_android,source2,NG,10,5,71,31
bn,attr1,6/1/2018 0:00,app_android,source2,PH,32,12,56,13
bn,attr1,6/1/2018 0:00,app_android,source2,RU,218,96,132,360
bn,attr1,6/1/2018 0:00,app_android,source2,TH,184,100,106,53
bn,attr1,6/1/2018 0:00,app_android,source2,VN,747,2680,2771,1222
bn,attr1,6/1/2018 0:00,app_ios,source1,RU,310,24375,167,1036
bn,attr1,6/1/2018 0:00,app_ios,source2,RU,28,14,5,113
bn,attr1,7/1/2018 0:00,app_android,source1,RU,227,1232,106,635
bn,attr1,7/1/2018 0:00,app_android,source1,VN,0,0,0,2
bn,attr1,7/1/2018 0:00,app_android,source2,BD,37,1501,175,14
bn,attr1,7/1/2018 0:00,app_android,source2,BR,100,285,1177,2
bn,attr1,7/1/2018 0:00,app_android,source2,BY,177,576,839,101
bn,attr1,7/1/2018 0:00,app_android,source2,KE,789,4022,164477,1309
bn,attr1,7/1/2018 0:00,app_android,source2,KZ,102,48,160,24
bn,attr1,7/1/2018 0:00,app_android,source2,MD,57,586,87,6
bn,attr1,7/1/2018 0:00,app_android,source2,MX,100,647,94,7
bn,attr1,7/1/2018 0:00,app_android,source2,MY,65,24,179,171
bn,attr1,7/1/2018 0:00,app_android,source2,NG,41,324,228,191
bn,attr1,7/1/2018 0:00,app_android,source2,PH,1021,565,645,2663
bn,attr1,7/1/2018 0:00,app_android,source2,RU,4437,2570,3123,23335
bn,attr1,7/1/2018 0:00,app_android,source2,SG,0,0,26,4
bn,attr1,7/1/2018 0:00,app_android,source2,TH,1179,6885,1066,3347
bn,attr1,7/1/2018 0:00,app_android,source2,UA,55,27,214,37
bn,attr1,7/1/2018 0:00,app_android,source2,VN,65102,13276,10101,3138
bn,attr1,7/1/2018 0:00,app_android,source2,ZA,5,3,11,1
bn,attr1,7/1/2018 0:00,app_ios,source1,RU,1044,4033,5853,32185
bn,attr1,7/1/2018 0:00,app_ios,source2,RU,46,454,2,43
bn,attr1,8/1/2018 0:00,app_android,source1,RU,37275,1309,922,104
bn,attr1,8/1/2018 0:00,app_android,source2,BD,75,270,4374,395
bn,attr1,8/1/2018 0:00,app_android,source2,BR,655,233,191,5
bn,attr1,8/1/2018 0:00,app_android,source2,BY,380,107,764,5
bn,attr1,8/1/2018 0:00,app_android,source2,KE,93081,5725,7221,287
bn,attr1,8/1/2018 0:00,app_android,source2,KZ,35,512,100,8
bn,attr1,8/1/2018 0:00,app_android,source2,MD,75,236,900,36
bn,attr1,8/1/2018 0:00,app_android,source2,MX,14,41,323,0
bn,attr1,8/1/2018 0:00,app_android,source2,MY,1151,480,405,1590
bn,attr1,8/1/2018 0:00,app_android,source2,NG,746,2222,7018,10368
bn,attr1,8/1/2018 0:00,app_android,source2,PH,2406,11363,81034,3384
bn,attr1,8/1/2018 0:00,app_android,source2,RU,11986,46193,142002,927258
bn,attr1,8/1/2018 0:00,app_android,source2,TH,1062643,4238,12257,709
bn,attr1,8/1/2018 0:00,app_android,source2,VN,2459,312,1012,7436
bn,attr1,8/1/2018 0:00,app_ios,source1,RU,95464,18353,5303,6682
bn,attr1,8/1/2018 0:00,app_ios,source2,RU,0,0,10,176
bn,attr1,9/1/2018 0:00,app_android,source1,RU,1856,681,787,792
bn,attr1,9/1/2018 0:00,app_android,source1,VN,0,0,1,4
bn,attr1,9/1/2018 0:00,app_android,source3,KE,0,0,2,7
bn,attr1,9/1/2018 0:00,app_android,source3,NG,7,103,2,15
bn,attr1,9/1/2018 0:00,app_android,source3,PH,60,15,67,17
bn,attr1,9/1/2018 0:00,app_android,source3,RU,290,93,92,76
bn,attr1,9/1/2018 0:00,app_android,source2,BD,420,86,2780,3
bn,attr1,9/1/2018 0:00,app_android,source2,BY,37,10,105,85
bn,attr1,9/1/2018 0:00,app_android,source2,GH,2122,6884,15017,34762
bn,attr1,9/1/2018 0:00,app_android,source2,KE,10264,3879,4971,1359
bn,attr1,9/1/2018 0:00,app_android,source2,KZ,17,60,864,12
bn,attr1,9/1/2018 0:00,app_android,source2,MD,3977,1118,1223,360
bn,attr1,9/1/2018 0:00,app_android,source2,MY,2715,1542,937,4377
bn,attr1,9/1/2018 0:00,app_android,source2,NG,8892,2765,7085,1690
bn,attr1,9/1/2018 0:00,app_android,source2,PH,68745,4077,12186,981
bn,attr1,9/1/2018 0:00,app_android,source2,RU,263625,43463,59587,27348
bn,attr1,9/1/2018 0:00,app_android,source2,SG,42678,4719,316,148
bn,attr1,9/1/2018 0:00,app_android,source2,VN,5337,2585,2432,10415
bn,attr1,9/1/2018 0:00,app_ios,source1,RU,3632,33320,388,16318
bn,attr1,9/1/2018 0:00,app_ios,source2,RU,0,0,5,9
bn,attr1,10/1/2018 0:00,app_android,source1,RU,209,85,60,538
bn,attr1,10/1/2018 0:00,app_android,source3,NG,0,0,0,1
bn,attr1,10/1/2018 0:00,app_android,source2,BD,35,5,154,2
bn,attr1,10/1/2018 0:00,app_android,source2,BY,454,237,393,197
bn,attr1,10/1/2018 0:00,app_android,source2,GH,13606,3856,10552,4036
bn,attr1,10/1/2018 0:00,app_android,source2,HK,1487,412,106,294
bn,attr1,10/1/2018 0:00,app_android,source2,KE,1258,525,858,3276
bn,attr1,10/1/2018 0:00,app_android,source2,MD,166,48,177,1000
bn,attr1,10/1/2018 0:00,app_android,source2,MY,2317,9685,19307,203561
bn,attr1,10/1/2018 0:00,app_android,source2,NG,574,193,739,2596
bn,attr1,10/1/2018 0:00,app_android,source2,PH,30,5968,79,3731
bn,attr1,10/1/2018 0:00,app_android,source2,RU,4667,42248,2658,54872
bn,attr1,10/1/2018 0:00,app_android,source2,SG,25,442,13,1260
bn,attr1,10/1/2018 0:00,app_android,source2,VN,3804,42938,2129,7142
bn,attr1,10/1/2018 0:00,app_ios,source1,RU,6947,3327,1143,22178
bn,attr1,10/1/2018 0:00,app_ios,source2,RU,245,73,28,2069
bn,attr1,10/1/2018 0:00,app_ios,source2,VN,0,0,1,345
bn,attr1,11/1/2018 0:00,app_android,source1,RU,59,33,110,725
bn,attr1,11/1/2018 0:00,app_android,source2,BD,39,19,755,10
bn,attr1,11/1/2018 0:00,app_android,source2,BR,10,50,10057,299
bn,attr1,11/1/2018 0:00,app_android,source2,BY,818,6052,304,303
bn,attr1,11/1/2018 0:00,app_android,source2,GH,881,226,780,4873
bn,attr1,11/1/2018 0:00,app_android,source2,HK,0,0,1,29
bn,attr1,11/1/2018 0:00,app_android,source2,KE,1189,676,1685,4667
bn,attr1,11/1/2018 0:00,app_android,source2,LK,1,210,3,409
bn,attr1,11/1/2018 0:00,app_android,source2,MD,375,195,395,429
bn,attr1,11/1/2018 0:00,app_android,source2,MX,173,95,104,1
bn,attr1,11/1/2018 0:00,app_android,source2,MY,23088,2808,3744,2183
bn,attr1,11/1/2018 0:00,app_android,source2,NG,1336,715,1194,3413
bn,attr1,11/1/2018 0:00,app_android,source2,PH,911,379,1176,5994
bn,attr1,11/1/2018 0:00,app_android,source2,RU,14006,6527,7347,60697
bn,attr1,11/1/2018 0:00,app_android,source2,SG,287,127,93,1983
bn,attr1,11/1/2018 0:00,app_android,source2,TH,3261,1815,1352,6612
bn,attr1,11/1/2018 0:00,app_android,source2,UA,9,2,2,20
bn,attr1,11/1/2018 0:00,app_android,source2,VN,6165,20451,39223,108863
bn,attr1,11/1/2018 0:00,app_ios,source1,RU,1557,27790,901,9550
bn,attr1,11/1/2018 0:00,app_ios,source2,RU,1303,681,439,6277
bn,attr1,12/1/2018 0:00,app_android,source1,PH,0,0,69,154
bn,attr1,12/1/2018 0:00,app_android,source1,RU,32,141,182,1930
bn,attr1,12/1/2018 0:00,app_android,source1,SG,0,0,395,8
bn,attr1,12/1/2018 0:00,app_android,source1,UA,22,289,68,303
bn,attr1,12/1/2018 0:00,app_android,source1,VN,0,0,0,1
bn,attr1,12/1/2018 0:00,app_android,source2,AE,76,17,52,4
bn,attr1,12/1/2018 0:00,app_android,source2,AM,0,0,5,5
bn,attr1,12/1/2018 0:00,app_android,source2,AP,0,0,1,1
bn,attr1,12/1/2018 0:00,app_android,source2,AR,0,0,3,37
bn,attr1,12/1/2018 0:00,app_android,source2,AZ,0,0,16,10
bn,attr1,12/1/2018 0:00,app_android,source2,BD,0,0,140,16
bn,attr1,12/1/2018 0:00,app_android,source2,BR,10817,818,5821,1304
bn,attr1,12/1/2018 0:00,app_android,source2,BY,136,399,1668,3469
bn,attr1,12/1/2018 0:00,app_android,source2,CN,0,0,1,2
bn,attr1,12/1/2018 0:00,app_android,source2,CO,0,0,12,15
bn,attr1,12/1/2018 0:00,app_android,source2,GE,0,0,0,1
bn,attr1,12/1/2018 0:00,app_android,source2,GH,413,216,372,1624
bn,attr1,12/1/2018 0:00,app_android,source2,IR,1906,610,208,15
bn,attr1,12/1/2018 0:00,app_android,source2,KE,380,1585,18072,76641
bn,attr1,12/1/2018 0:00,app_android,source2,KG,0,0,496,51
bn,attr1,12/1/2018 0:00,app_android,source2,KZ,39,20,68,42
bn,attr1,12/1/2018 0:00,app_android,source2,LK,103,45,25,298
bn,attr1,12/1/2018 0:00,app_android,source2,MD,190,1238,203,498
bn,attr1,12/1/2018 0:00,app_android,source2,MX,0,0,2444,8
bn,attr1,12/1/2018 0:00,app_android,source2,MY,170,2502,19,1380
bn,attr1,12/1/2018 0:00,app_android,source2,NG,2085,11627,732,2954
bn,attr1,12/1/2018 0:00,app_android,source2,PH,900,519,560,3665
bn,attr1,12/1/2018 0:00,app_android,source2,PK,70,23,50,47
bn,attr1,12/1/2018 0:00,app_android,source2,QA,0,0,0,1
bn,attr1,12/1/2018 0:00,app_android,source2,RU,5430,94910,3172,21453
bn,attr1,12/1/2018 0:00,app_android,source2,SG,6,368,33,433
bn,attr1,12/1/2018 0:00,app_android,source2,TH,222,1019,17135,606357
bn,attr1,12/1/2018 0:00,app_android,source2,UA,217,115,124,212
bn,attr1,12/1/2018 0:00,app_android,source2,UZ,10,37,769,539
bn,attr1,12/1/2018 0:00,app_android,source2,VN,18107,4916,11413,4088
bn,attr1,12/1/2018 0:00,app_android,source2,ZA,96,51,31,14
bn,attr1,12/1/2018 0:00,app_ios,source1,RU,1736,5866,7197,33236
bn,attr1,12/1/2018 0:00,app_ios,source1,UA,0,0,1,1
bn,attr1,12/1/2018 0:00,app_ios,source2,RU,2365,15159,827,2435
bn,attr1,12/1/2018 0:00,mobile_web,source2,BD,0,0,10,33
bn,attr1,12/1/2018 0:00,mobile_web,source2,IR,0,0,0,1
bn,attr1,1/1/2019 0:00,app_android,source4,BR,0,0,4,417
bn,attr1,1/1/2019 0:00,app_android,source4,MY,0,0,3,192
bn,attr1,1/1/2019 0:00,app_android,source1,BD,0,0,6,1
bn,attr1,1/1/2019 0:00,app_android,source1,BR,21,7,66,475
bn,attr1,1/1/2019 0:00,app_android,source1,MY,0,0,4,65
bn,attr1,1/1/2019 0:00,app_android,source1,PH,0,0,4,0
bn,attr1,1/1/2019 0:00,app_android,source1,SG,0,0,39,140
bn,attr1,1/1/2019 0:00,app_android,source1,TH,0,0,395,148
bn,attr1,1/1/2019 0:00,app_android,source1,UA,13,42,23,455
bn,attr1,1/1/2019 0:00,app_android,source1,VN,23,11,58,186
bn,attr1,1/1/2019 0:00,app_android,source5,BR,0,0,4,354
bn,attr1,1/1/2019 0:00,app_android,source5,VN,0,0,999,744
bn,attr1,1/1/2019 0:00,app_android,source6,BR,0,0,1,109
bn,attr1,1/1/2019 0:00,app_android,source2,AE,21,4,11,126
bn,attr1,1/1/2019 0:00,app_android,source2,AM,7,4,107,165
bn,attr1,1/1/2019 0:00,app_android,source2,AR,3,1,229,218
bn,attr1,1/1/2019 0:00,app_android,source2,AZ,30,93,207,404
bn,attr1,1/1/2019 0:00,app_android,source2,BD,112,357,8814,33539
bn,attr1,1/1/2019 0:00,app_android,source2,BR,24,1119,120,31108
bn,attr1,1/1/2019 0:00,app_android,source2,BY,1785,602,2231,4188
bn,attr1,1/1/2019 0:00,app_android,source2,CO,0,0,109,5
bn,attr1,1/1/2019 0:00,app_android,source2,EC,0,0,3,11
bn,attr1,1/1/2019 0:00,app_android,source2,GH,216,1388,384,815
bn,attr1,1/1/2019 0:00,app_android,source2,HK,65,430,13,470
bn,attr1,1/1/2019 0:00,app_android,source2,IR,3,1,47,1018
bn,attr1,1/1/2019 0:00,app_android,source2,KE,1767,274,1984,317
bn,attr1,1/1/2019 0:00,app_android,source2,KG,70,28,270,325
bn,attr1,1/1/2019 0:00,app_android,source2,KZ,207,1618,658,12992
bn,attr1,1/1/2019 0:00,app_android,source2,LK,-1,-577,194,158
bn,attr1,1/1/2019 0:00,app_android,source2,MD,328,935,2597,17
bn,attr1,1/1/2019 0:00,app_android,source2,MX,1577,124,2022,38
bn,attr1,1/1/2019 0:00,app_android,source2,MY,118,54,131,4699
bn,attr1,1/1/2019 0:00,app_android,source2,NG,42195,971,3067,2432
bn,attr1,1/1/2019 0:00,app_android,source2,PH,483,1903,15205,412665
bn,attr1,1/1/2019 0:00,app_android,source2,PK,0,0,216,1264
bn,attr1,1/1/2019 0:00,app_android,source2,SG,63,229,431,33474
bn,attr1,1/1/2019 0:00,app_android,source2,TH,1301,142,2059,724
bn,attr1,1/1/2019 0:00,app_android,source2,UA,91,535,1160,16599
bn,attr1,1/1/2019 0:00,app_android,source2,UG,0,0,0,38
bn,attr1,1/1/2019 0:00,app_android,source2,UZ,1041,250,2072,2029
bn,attr1,1/1/2019 0:00,app_android,source2,VN,268,74,356,10288
bn,attr1,1/1/2019 0:00,app_android,source2,ZA,0,0,56,129
bn,attr1,1/1/2019 0:00,app_ios,source1,BD,0,0,3,40
bn,attr1,1/1/2019 0:00,app_ios,source1,HK,0,0,1037,4632
bn,attr1,1/1/2019 0:00,app_ios,source1,MY,0,0,134,574
bn,attr1,1/1/2019 0:00,app_ios,source1,PH,0,0,806,234
bn,attr1,1/1/2019 0:00,app_ios,source1,TH,0,0,15,223
bn,attr1,1/1/2019 0:00,app_ios,source1,VN,0,0,153,687
bn,attr1,1/1/2019 0:00,app_ios,source2,BD,0,0,38,40
bn,attr1,1/1/2019 0:00,app_ios,source2,BR,21,4,39,1458
bn,attr1,1/1/2019 0:00,app_ios,source2,CO,0,0,28,4
bn,attr1,1/1/2019 0:00,app_ios,source2,GH,91,385,1010,26460
bn,attr1,1/1/2019 0:00,app_ios,source2,HK,0,0,4105,28627
bn,attr1,1/1/2019 0:00,app_ios,source2,IR,0,0,0,42
bn,attr1,1/1/2019 0:00,app_ios,source2,KE,60,17,71,37
bn,attr1,1/1/2019 0:00,app_ios,source2,KZ,109,511,2229,523
bn,attr1,1/1/2019 0:00,app_ios,source2,MD,882,125,59,78
bn,attr1,1/1/2019 0:00,app_ios,source2,MX,0,0,114,2
bn,attr1,1/1/2019 0:00,app_ios,source2,MY,27,14,61,733
bn,attr1,1/1/2019 0:00,app_ios,source2,NG,1333,245,215,229
bn,attr1,1/1/2019 0:00,app_ios,source2,PH,21,68,762,11540
bn,attr1,1/1/2019 0:00,app_ios,source2,SG,0,0,456,2823
bn,attr1,1/1/2019 0:00,app_ios,source2,TH,1411,344,423,313
bn,attr1,1/1/2019 0:00,app_ios,source2,UA,149,604,754,6500
bn,attr1,1/1/2019 0:00,app_ios,source2,VN,13,5,79,2040
bn,attr1,2/1/2019 0:00,app_android,source4,BR,321,2273,236,1431
bn,attr1,2/1/2019 0:00,app_android,source4,MY,256,715,719,191
bn,attr1,2/1/2019 0:00,app_android,source4,SG,0,0,0,164
bn,attr1,2/1/2019 0:00,app_android,source1,BR,0,0,0,1
bn,attr1,2/1/2019 0:00,app_android,source1,VN,156,3708,112,412
bn,attr1,2/1/2019 0:00,app_android,source5,BR,0,0,46,96
bn,attr1,2/1/2019 0:00,app_android,source5,VN,0,0,394,48
bn,attr1,2/1/2019 0:00,app_android,source6,BR,0,0,88,2
bn,attr1,2/1/2019 0:00,app_android,source2,AE,0,0,2,7
bn,attr1,2/1/2019 0:00,app_android,source2,AP,0,0,34,15
bn,attr1,2/1/2019 0:00,app_android,source2,BD,0,0,41,18
bn,attr1,2/1/2019 0:00,app_android,source2,BR,594,252,1669,14705
bn,attr1,2/1/2019 0:00,app_android,source2,BY,260,90,200,379
bn,attr1,2/1/2019 0:00,app_android,source2,CO,0,0,2,14
bn,attr1,2/1/2019 0:00,app_android,source2,GH,0,0,102,42193
bn,attr1,2/1/2019 0:00,app_android,source2,HK,0,0,525,1622
bn,attr1,2/1/2019 0:00,app_android,source2,IR,9,5,122,321
bn,attr1,2/1/2019 0:00,app_android,source2,KE,8,115,2,22
bn,attr1,2/1/2019 0:00,app_android,source2,KG,17,10,7,7
bn,attr1,2/1/2019 0:00,app_android,source2,KZ,491,1513,9779,23168
bn,attr1,2/1/2019 0:00,app_android,source2,LK,20,80,62,1791
bn,attr1,2/1/2019 0:00,app_android,source2,MD,892,300,1641,3936
bn,attr1,2/1/2019 0:00,app_android,source2,MX,0,0,0,11
bn,attr1,2/1/2019 0:00,app_android,source2,MY,687,29284,156,2740
bn,attr1,2/1/2019 0:00,app_android,source2,NG,6144,2222,6428,9008
bn,attr1,2/1/2019 0:00,app_android,source2,PH,10039,1538,7897,3130
bn,attr1,2/1/2019 0:00,app_android,source2,SG,-1255,-244,103,3561
bn,attr1,2/1/2019 0:00,app_android,source2,TH,0,0,0,883
bn,attr1,2/1/2019 0:00,app_android,source2,UA,1902,5435,14297,11
bn,attr1,2/1/2019 0:00,app_android,source2,UZ,131,21,156,1129
bn,attr1,2/1/2019 0:00,app_android,source2,VN,330,170,774,5964
bn,attr1,2/1/2019 0:00,app_ios,source4,MY,398,65,76,36
bn,attr1,2/1/2019 0:00,app_ios,source4,TH,0,0,0,99
bn,attr1,2/1/2019 0:00,app_ios,source2,BR,213,105,321,1318
bn,attr1,2/1/2019 0:00,app_ios,source2,GH,0,0,373,1970
bn,attr1,2/1/2019 0:00,app_ios,source2,IR,0,0,5,14
bn,attr1,2/1/2019 0:00,app_ios,source2,KE,1,0,4,24
bn,attr1,2/1/2019 0:00,app_ios,source2,KR,0,0,2,27
bn,attr1,2/1/2019 0:00,app_ios,source2,KZ,828,50,396,29
bn,attr1,2/1/2019 0:00,app_ios,source2,MD,15,268,5,190
bn,attr1,2/1/2019 0:00,app_ios,source2,MY,30,233,381,1772
bn,attr1,2/1/2019 0:00,app_ios,source2,NG,61,609,35,324
bn,attr1,2/1/2019 0:00,app_ios,source2,PH,371,102,733,97
bn,attr1,2/1/2019 0:00,app_ios,source2,SG,0,0,463,1687
bn,attr1,2/1/2019 0:00,app_ios,source2,TH,69,12,134,2012
bn,attr1,2/1/2019 0:00,app_ios,source2,UA,3786,528,1003,39
bn,attr1,2/1/2019 0:00,app_ios,source2,VN,522,293,345,798
bn,attr1,2/1/2019 0:00,app_ios,source2,ZA,0,0,10,12
bn,attr1,3/1/2019 0:00,app_android,source4,BR,926,2693,5481,22175
bn,attr1,3/1/2019 0:00,app_android,source4,MY,1774,649,406,684
bn,attr1,3/1/2019 0:00,app_android,source4,PH,0,0,127,390
bn,attr1,3/1/2019 0:00,app_android,source4,VN,0,0,3,9
bn,attr1,3/1/2019 0:00,app_android,source1,BR,28,153,239,850
bn,attr1,3/1/2019 0:00,app_android,source1,SG,0,0,1,12
bn,attr1,3/1/2019 0:00,app_android,source1,TH,0,0,0,230
bn,attr1,3/1/2019 0:00,app_android,source1,UA,0,0,0,7
bn,attr1,3/1/2019 0:00,app_android,source1,VN,0,0,234,4306
bn,attr1,3/1/2019 0:00,app_android,source7,GH,0,0,0,12
bn,attr1,3/1/2019 0:00,app_android,source7,NG,0,0,1,3
bn,attr1,3/1/2019 0:00,app_android,source2,AE,37,337,51,23
bn,attr1,3/1/2019 0:00,app_android,source2,AM,224,20,129,2
bn,attr1,3/1/2019 0:00,app_android,source2,AR,48,190,2387,2062
bn,attr1,3/1/2019 0:00,app_android,source2,AZ,0,0,19,28
bn,attr1,3/1/2019 0:00,app_android,source2,BD,0,0,2,8
bn,attr1,3/1/2019 0:00,app_android,source2,BR,2856,1655,5034,27880
bn,attr1,3/1/2019 0:00,app_android,source2,BY,453,248,320,1256
bn,attr1,3/1/2019 0:00,app_android,source2,CO,0,0,332,0
bn,attr1,3/1/2019 0:00,app_android,source2,GH,48,16,143,545
bn,attr1,3/1/2019 0:00,app_android,source2,HK,0,0,13,42
bn,attr1,3/1/2019 0:00,app_android,source2,IR,10,56,53,287
bn,attr1,3/1/2019 0:00,app_android,source2,KE,79,37,19,5
bn,attr1,3/1/2019 0:00,app_android,source2,KG,0,0,4595,17591
bn,attr1,3/1/2019 0:00,app_android,source2,KZ,1764,549,2686,750
bn,attr1,3/1/2019 0:00,app_android,source2,LK,591,107,83,47
bn,attr1,3/1/2019 0:00,app_android,source2,MD,85,31,238,2241
bn,attr1,3/1/2019 0:00,app_android,source2,MX,39,17,57,124
bn,attr1,3/1/2019 0:00,app_android,source2,MY,675,2423,7833,197726
bn,attr1,3/1/2019 0:00,app_android,source2,NG,971,388,1250,11375
bn,attr1,3/1/2019 0:00,app_android,source2,PH,51,510,282,9010
bn,attr1,3/1/2019 0:00,app_android,source2,PK,0,0,2151,149
bn,attr1,3/1/2019 0:00,app_android,source2,SG,-49,-5,10,708
bn,attr1,3/1/2019 0:00,app_android,source2,TH,114,50,147,3934
bn,attr1,3/1/2019 0:00,app_android,source2,UA,8537,3017,7234,2520
bn,attr1,3/1/2019 0:00,app_android,source2,UZ,70,35,525,1387
bn,attr1,3/1/2019 0:00,app_android,source2,VN,895,6174,1622,11689
bn,attr1,3/1/2019 0:00,app_android,source2,ZA,43,16,177,32
bn,attr1,3/1/2019 0:00,app_ios,source4,BR,1396,168,168,133
bn,attr1,3/1/2019 0:00,app_ios,source4,MY,0,0,1,4
bn,attr1,3/1/2019 0:00,app_ios,source4,PH,0,0,52,216
bn,attr1,3/1/2019 0:00,app_ios,source2,BR,31,304,169,533
bn,attr1,3/1/2019 0:00,app_ios,source2,GH,1,15,1,90
bn,attr1,3/1/2019 0:00,app_ios,source2,KZ,0,47,3,141
bn,attr1,3/1/2019 0:00,app_ios,source2,MY,55,163,559,68
bn,attr1,3/1/2019 0:00,app_ios,source2,NG,27,13,31,4
bn,attr1,3/1/2019 0:00,app_ios,source2,PH,0,0,2,42
bn,attr1,3/1/2019 0:00,app_ios,source2,SG,0,0,0,44
bn,attr1,3/1/2019 0:00,app_ios,source2,TH,0,0,37,176
bn,attr1,3/1/2019 0:00,app_ios,source2,UA,1,16,11,2
bn,attr1,3/1/2019 0:00,app_ios,source2,VN,7,30,2757,6409
bn,attr1,3/1/2019 0:00,app_ios,source2,ZA,0,0,27,8
bn,attr1,4/1/2019 0:00,app_android,source4,BR,1840,597,1634,2217
bn,attr1,4/1/2019 0:00,app_android,source4,PH,0,0,1,2
bn,attr1,4/1/2019 0:00,app_android,source4,SG,0,0,75,16
bn,attr1,4/1/2019 0:00,app_android,source4,VN,0,0,8,97
bn,attr1,4/1/2019 0:00,app_android,source1,VN,243,54,32,17
bn,attr1,4/1/2019 0:00,app_android,source7,NG,0,0,1,1
bn,attr1,4/1/2019 0:00,app_android,source2,BD,0,0,1,1
bn,attr1,4/1/2019 0:00,app_android,source2,BR,312,1269,6230,44116
bn,attr1,4/1/2019 0:00,app_android,source2,BY,132,711,138,7
bn,attr1,4/1/2019 0:00,app_android,source2,GH,4,1,18,187
bn,attr1,4/1/2019 0:00,app_android,source2,IR,0,0,351,306
bn,attr1,4/1/2019 0:00,app_android,source2,KG,214,19,574,57
bn,attr1,4/1/2019 0:00,app_android,source2,KZ,104,32,244,2941
bn,attr1,4/1/2019 0:00,app_android,source2,MD,84,46,206,1811
bn,attr1,4/1/2019 0:00,app_android,source2,MX,6,3,72,2
